title,title_editor,title_date,comment,date,name
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,51:35 h6 - h5 이렇게 써야대는거아님?﻿,대성마이맥,게시일: 2018. 6. 8.,1개월 전,"
                민린
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,작년 고3이었는데 안녕하십니깐석원입니다 요즘에는 안 하시나요?﻿,대성마이맥,게시일: 2018. 6. 8.,1개월 전,"
                차민준
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,요약 : 천만의말씀 만만의콩떡이지! 기출로 돌아가서 갈고닦아라﻿,대성마이맥,게시일: 2018. 6. 8.,1개월 전,"
                한영
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,이제 돈버는거 그만하고 가난한 아이들 무료강의좀 해주시면 감사할께요﻿,대성마이맥,게시일: 2018. 6. 8.,1개월 전,"
                쩐더마Yang
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,계산하기 싫은 빡Tㅋㅋㅋㅋㅋㅋㅋㅋ﻿,대성마이맥,게시일: 2018. 6. 8.,1개월 전,"
                김민강
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,엄청난 중독성...ㄷㄷ 왜이렇게 귀여우심 ㄷㄷㄷ﻿,대성마이맥,게시일: 2018. 6. 8.,1개월 전,"
                신동건
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,선생님 정수리 손바닥으로 빡빡 문대보고 싶음 사랑해요^^♡﻿,대성마이맥,게시일: 2018. 6. 8.,1개월 전,"
                뫄뫄뫄_
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,31:00﻿,대성마이맥,게시일: 2018. 6. 8.,1개월 전,"
                Kwaaa
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,35:48 이런 썅﻿,대성마이맥,게시일: 2018. 6. 8.,1개월 전(수정됨),"
                장동열
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,이분아직존재하셨네 수학잘가르치시나ㅎ﻿,대성마이맥,게시일: 2018. 6. 8.,1개월 전,"
                cherry blossom
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,중국인같음 ㅋㅋ﻿,대성마이맥,게시일: 2018. 6. 8.,1개월 전,"
                임은재
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,"34:45  참 말씀,양심 발언,매우 계몽적, 매우 소름, 전율, 감동, 눈물 그리고 무릎을 탁쳤다 ㅠ﻿",대성마이맥,게시일: 2018. 6. 8.,1개월 전(수정됨),"
                ober bayern
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,선생님 5번 간거하고 1000번 간거는 평가원이던 사설모던 1000번을가면 통달할것 같습니다..﻿,대성마이맥,게시일: 2018. 6. 8.,1개월 전,"
                관악요정
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,00:05 에 볼드모트임?﻿,대성마이맥,게시일: 2018. 6. 8.,1주 전,"
                박준영
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,진짜 지린다 설명﻿,대성마이맥,게시일: 2018. 6. 8.,1개월 전,"
                의대
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,알텍 2회독을 했지만...더 해야한다는걸 깨달았다...빡T 사랑해요!!!﻿,대성마이맥,게시일: 2018. 6. 8.,1개월 전,"
                김민엽
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,"35:50  ""아, 쌤 충분이 봤는데"" ""이런 썅""﻿",대성마이맥,게시일: 2018. 6. 8.,1주 전,"
                Hwa Song
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,"2:07 여기서 왜 그냥 사인제곱이 아니라 피타고라스 정리 쓰는거임??
사인제곱더하기 코사인제곱 1인데 그냥 사인제곱이라고 쓰면 안되는거??﻿",대성마이맥,게시일: 2018. 6. 8.,19시간 전,"
                ToDie GoodDay
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,와 진짜 맨들맨들하네﻿,대성마이맥,게시일: 2018. 6. 8.,1개월 전,"
                짯재
              "
[대성마이맥]수학 한석원 -  2018년 6월 모의평가 해설 수학 가형,"1-4=-3
10+59=69 
과자1봉지에 10게씩 50게를사습
니다.
과자1봉지에 10게씩이 니깐 5봉지 
입니다
50×9=?
(여러분이 마추 세요﻿",대성마이맥,게시일: 2018. 6. 8.,1개월 전,"
                후리
              "
[깊은생각 고등수학] 깊은생각 한석원 선생님의 고1 대상 공개 특강,지렸다..﻿,남푸르미,게시일: 2013. 6. 18.,1년 전,"
                임상혁
              "
[깊은생각 고등수학] 깊은생각 한석원 선생님의 고1 대상 공개 특강,중간에 한명 갈굼 먹는거 불쌍하네ㅋㅋㅋㅋ﻿,남푸르미,게시일: 2013. 6. 18.,2년 전,"
                JaeHong Lee
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,"한석원: 수학 30번은 풀 수 있는 문제이다. 







내가﻿",대성마이맥,게시일: 2016. 6. 20.,7개월 전,"
                이규호
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,"1분 10초에 ""끊어""ㅋㅋㅋㅋㅋㅋㅋㅋㅋ﻿",대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                지나가는물리충
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,함섹펙스﻿,대성마이맥,게시일: 2016. 6. 20.,8개월 전(수정됨),"
                씹선비
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,역시 머리에 핏줄하나하나가 함수로되어있는 깐석원쌤...﻿,대성마이맥,게시일: 2016. 6. 20.,11개월 전,"
                베마
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,발음이 찰지시네﻿,대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                가렌김치
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,"미치겠다 진지하게 말하는데
웃겨죽겠다﻿",대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                k sh
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,"안녕 하십니깐석원입니다. 
뭐뭐뭐뭐뭐라고?? 아니!? 선생님? 왜 자꾸 지랄을 하십니까? 가-아니고! 
뭐라고? 이건 자.명.타 이거야그지.﻿",대성마이맥,게시일: 2016. 6. 20.,1년 전(수정됨),"
                juno Jeon
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,0:04﻿,대성마이맥,게시일: 2016. 6. 20.,7개월 전,"
                김데불
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,인사하실때 아무것도 없어서 당황﻿,대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                멍뭉이슬퍼요
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,이니에스타﻿,대성마이맥,게시일: 2016. 6. 20.,8개월 전,"
                꼬마돌
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,약간 딱보면 푸틴닮으심...﻿,대성마이맥,게시일: 2016. 6. 20.,7개월 전,"
                82
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,이분 버스에 많이계시더만﻿,대성마이맥,게시일: 2016. 6. 20.,8개월 전,"
                신기루
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,솔직히 이 문제가 최근 30번 중에서 가장 쉬운편..﻿,대성마이맥,게시일: 2016. 6. 20.,5개월 전,"
                지원김
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,수능은 유전자 운운 할만큼 어렵지 않습니다﻿,대성마이맥,게시일: 2016. 6. 20.,2년 전,"
                이용선
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,"아니 초반에 뭐적으랄때  2/2를적으란거여 뭘적으란거여,, 문제풀땐 ㄱㅊ한데 풀기전에말할때 못알아듣겠음 ㅠ﻿",대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                쓰깜찍
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,쿼싸인﻿,대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                점 점
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,시발 ㅋㅋㅋㅋㅋ 공부하다가  한석원쌤 얼굴생각나서 존나빠겜 ㅋㅋㅋㅋㅋ﻿,대성마이맥,게시일: 2016. 6. 20.,5개월 전,"
                김대원
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,"뉴턴같은 사람은 재능과 노력이 겸비되어 엄청난 프로가 되었습니다. 하지만, 고작 sky를 가는 데에는 재능과 노력 모두가 필요하지 않습니다. sky가는게 미친 천재들과 비교할만큼 대단한 일입니까? 아니예요..즉 뼈빠지는 노력으로 커버할 수 있는 일이라는 겁니다.﻿",대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                이원준
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,مشكور شرح جيد﻿,대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                Anim boud
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,이거 진짜 말투이신가요???﻿,대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                널퍼스
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,칠판 글씨 즅간지나네﻿,대성마이맥,게시일: 2016. 6. 20.,8개월 전,"
                성현
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,9:56 웨에에엥!!﻿,대성마이맥,게시일: 2016. 6. 20.,5개월 전(수정됨),"
                롤신병자
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,0:04 ㅈㄴ웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ﻿,대성마이맥,게시일: 2016. 6. 20.,6개월 전,"
                나태 망상 위대특별 환상 추함
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,이분이 인수분해하다가 자신마저 인수분해 해버리는 그분인가요?﻿,대성마이맥,게시일: 2016. 6. 20.,4개월 전,"
                닥터스트레인지
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,석원이형 17수능해설 안 올라오나요?﻿,대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                정현박
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,발음 미띤...ㄷㄷ﻿,대성마이맥,게시일: 2016. 6. 20.,6개월 전,"
                박수호
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,미친강사 ..﻿,대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                Minu Jin
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,이거 답 20인가요?﻿,대성마이맥,게시일: 2016. 6. 20.,2년 전,"
                ㅎ솔로몬
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,이 선생님 말투 너무 재미지다 ㅋㅋ﻿,대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                카르페디엠
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,쓰세요홍﻿,대성마이맥,게시일: 2016. 6. 20.,9개월 전,"
                Jiyoon Lee
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,"ㅇㅑ속한 탈모네요~😥가발좋은거많은뎅..아쉽네요.잘생긴얼굴인데.쩝
조는학생은없겠네요.2백속이었다가 1.5배속이었다가..﻿",대성마이맥,게시일: 2016. 6. 20.,8개월 전(수정됨),"
                박소영
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,풀 수 있으니까 모평에 냈겠지﻿,대성마이맥,게시일: 2016. 6. 20.,6개월 전,"
                이상한 소리하면 왈하고 짖는 개
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,선생님 인사하지 마세요 도입부부터 웃게하시면 안대요~~﻿,대성마이맥,게시일: 2016. 6. 20.,6개월 전,"
                무념무상
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,"서울대까진 누구나 노력으로 커버가능하다고 생각함...유전자 운운하는건 정말 서울대 그 이상, 최최상위권들끼리 싸움에서나 있는거고... 우리 사촌형이 그 예로 중2때 be동사도 몰랏던형이 오로지 노력으로 첫빠따에 교대감...﻿",대성마이맥,게시일: 2016. 6. 20.,4개월 전(수정됨),"
                월클인직
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,무슨소리야 말 너무 빨라서 못알아 듣겠네﻿,대성마이맥,게시일: 2016. 6. 20.,2년 전,"
                공명
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,머리에 촥촥 감기는 말투 덕분인지 30번 문제가 초등학교 산수문제로 보입니다.﻿,대성마이맥,게시일: 2016. 6. 20.,6개월 전,"
                Parahaemolyticus
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,1:10 끊어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ﻿,대성마이맥,게시일: 2016. 6. 20.,1개월 전,"
                구자경
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,"머리감을 때, 말릴 때 존나 편하겠다 ㅋㅋㅋㅋㅋ﻿",대성마이맥,게시일: 2016. 6. 20.,7개월 전,"
                lower:: F
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,1:31 “여러분들께서” 할 때 귀요미....﻿,대성마이맥,게시일: 2016. 6. 20.,1개월 전(수정됨),"
                • Punky
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,대칭이동말하는 거 왤케ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ﻿,대성마이맥,게시일: 2016. 6. 20.,6개월 전,"
                김문선
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,안녕하십니까 항성원 임다﻿,대성마이맥,게시일: 2016. 6. 20.,5개월 전,"
                TV씹찐따
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,에쁘 엑쓰﻿,대성마이맥,게시일: 2016. 6. 20.,6개월 전,"
                권오성
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,밝혔자나용~﻿,대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                k sh
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,안녕하십니깐석원입니다 ㅋㅋㅋㅋㅋㅋㅋㅋ﻿,대성마이맥,게시일: 2016. 6. 20.,4개월 전,"
                김희찬
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,개웃기네ㅋㅋㅋㅋㄱㅋ﻿,대성마이맥,게시일: 2016. 6. 20.,5개월 전,"
                전현서
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,대단하다..﻿,대성마이맥,게시일: 2016. 6. 20.,8개월 전,"
                뜨스무
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,응아니야﻿,대성마이맥,게시일: 2016. 6. 20.,2개월 전,"
                야옹이집사
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,그  박치기 공룡 같음﻿,대성마이맥,게시일: 2016. 6. 20.,1개월 전,"
                도토리
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,ㄹㅇ 이거 노가다로 풀었는데 허탈하노﻿,대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                관악요정
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,저거 쉬웠는데...나 고2 되면서 풀어봤는데 바로 맞춤﻿,대성마이맥,게시일: 2016. 6. 20.,5개월 전,"
                노무현부랄볶음면
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,대성마이맥 영어 영억 Han Seok Won teacher.﻿,대성마이맥,게시일: 2016. 6. 20.,6개월 전,"
                허준성
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,제목이 호구네 그럼 못푸는 문제를 내겠냐 ㅋㅋㅋ﻿,대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                박환
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,이 쌤 그 칠판에 몸 보빈 요염한 쌤 아니에요?﻿,대성마이맥,게시일: 2016. 6. 20.,8개월 전,"
                방타니조아
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,24:40﻿,대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                Wittegenstein Rudvig
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,강사라는 사람이 말하는게 발음이ㅋㅋㅋ 왜저래 ㅋㅋㅋ 잘가르치는진 모르겠는데 뭐 발음이 깨끗해야지ㅜㅋㅋ﻿,대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                홍길동
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,수학문제보다 깐석원샘 말 듣기평가가 더 어렵다 ㅇㅈ?﻿,대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                허언증환자
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,"홍석천급.. 목소리 중독성 오지네

없습니(당)
씁니(당)
코싸인 괄호
썼자나용?﻿",대성마이맥,게시일: 2016. 6. 20.,3개월 전,"
                초시
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,나는 수능30번 문제를 갈.망.한.다﻿,대성마이맥,게시일: 2016. 6. 20.,5개월 전,"
                혐한제조기정지수
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,0:05﻿,대성마이맥,게시일: 2016. 6. 20.,6개월 전(수정됨),"
                서상현
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,8년전에 강사님 인강 들었습니다 똑같으시네요 그때랑요﻿,대성마이맥,게시일: 2016. 6. 20.,2개월 전,"
                박선영
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,빡빡테크닉﻿,대성마이맥,게시일: 2016. 6. 20.,4개월 전,"
                JEONG대니얼
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,풀수는있지만 시간때매 ㅂㄷㅂㄷ 못품﻿,대성마이맥,게시일: 2016. 6. 20.,1개월 전,"
                카그츠노
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,아 이분이 그유명한 자신을 인수분해 하실수잇으신 분이구나﻿,대성마이맥,게시일: 2016. 6. 20.,5개월 전,"
                홍 홍
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,귀두컷 선생님 ㄷㄷ....﻿,대성마이맥,게시일: 2016. 6. 20.,3개월 전,"
                혼모노
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,뫄...뫄? 수학은 어려워﻿,대성마이맥,게시일: 2016. 6. 20.,7개월 전,"
                권기범
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,재생속도 normal인데 표정보면 1.5배는 한거같네;;;﻿,대성마이맥,게시일: 2016. 6. 20.,3개월 전,"
                진우
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,이 빡빡이 쌤 다시봐도 웃기네 처음에 말하는거 보고 빵터졌음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ﻿,대성마이맥,게시일: 2016. 6. 20.,3개월 전,"
                Peter Kim
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,대머리ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ﻿,대성마이맥,게시일: 2016. 6. 20.,3개월 전,"
                Peter Kim
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,안녕하십니깐석원입니다﻿,대성마이맥,게시일: 2016. 6. 20.,22시간 전,"
                happy earth
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,수능에 유전자 운운 할 만큼 어려운 문제는 많이 없다.﻿,대성마이맥,게시일: 2016. 6. 20.,8개월 전,"
                서동휘
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,아니 숸생님!﻿,대성마이맥,게시일: 2016. 6. 20.,3개월 전,"
                남태우
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,하핳﻿,대성마이맥,게시일: 2016. 6. 20.,2개월 전,"
                빠삐코
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,도서관에서 보다가 물 뿜을뻔했네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ﻿,대성마이맥,게시일: 2016. 6. 20.,3개월 전,"
                jiyoung lee
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,머대리﻿,대성마이맥,게시일: 2016. 6. 20.,3개월 전,"
                윤건우
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,"한솔고출신 키작은 김성은 개븅신년
남 이유없이 헐뜯고 뒷담까고 돈 갚기 싫어서 잠수타고 차단하는 년 ㅋㅋㅋㅋㅋㅋㅋㅋ0﻿",대성마이맥,게시일: 2016. 6. 20.,2개월 전,"
                오른쪽보행
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,글쎄﻿,대성마이맥,게시일: 2016. 6. 20.,5개월 전,"
                가나다라
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,그동안 더럽게 신세 많이 졌습니다 선생님﻿,대성마이맥,게시일: 2016. 6. 20.,2개월 전,"
                실권
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,한석원 선생님. 저는 고등학교 수학을 공부하다 의문점을 가진학생입니다 여러가지방법(귀류법등)을 사용해서 0.999......=1 을 증명해보았지만 도대체 왜! 0.9....는 1과 같다는 것을 이해할 수 없을까요? 1에무한이접근한다는 개념으로만 생각해서 그런가요? 알려주십시오﻿,대성마이맥,게시일: 2016. 6. 20.,6개월 전(수정됨),"
                카게야마토비오
              "
[대성마이맥]수학 한석원 - 2016년 6월 모평 수학 30번은 풀 수 있는 문제다,빡♡﻿,대성마이맥,게시일: 2016. 6. 20.,1년 전,"
                안승준
              "
